index,cid,iupacname,label,file_names
4882,28293529,"3-(5-methyl-1,3-oxazol-2-yl)propanoic acid","3|-|(|5|-|meth|yl|-|1|,|3|-|oxaz|ol|-|2|-|yl|)|prop|an|oic acid",28293529.png
311,54,p-diethylbenzene,p|-|di|eth|yl|benz|ene,54.png
7632,141198671,3-(1-bicyclo[2.2.1]hept-2-enyl)propanoic acid,3|-|(|1|-|bicyclo|[|2.2|.1|]|hept|-|2|-|en|yl|)|prop|an|oic acid,141198671.png
5013,49859592,"3-cyclohexa-1,3-dien-1-yl-2-oxopropanoic acid","3|-|cyclo|hex|a|-|1|,|3|-|di|en|-|1|-|yl|-|2|-|oxo|prop|an|oic acid",49859592.png
4819,23455654,3-chloro-3-(3-methylphenyl)-2-oxopropanoic acid,3|-|chloro|-|3|-|(|3|-|meth|yl|phen|yl|)|-|2|-|oxo|prop|an|oic acid,23455654.png
5006,46937113,"3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid","3|-|(|3|,|4|-|di|hydroxy|phen|yl|)|-|2|-|imino|prop|an|oic acid",46937113.png
6466,101207897,"(2S)-2-amino-3-(2,3,6-trideuterio-4-hydroxyphenyl)propanoic acid","(|2|S)|-|2|-|amino|-|3|-|(|2|,|3|,|6|-|tri|deuterio|-|4|-|hydroxy|phen|yl|)|prop|an|oic acid",101207897.png
5232,54289103,"3-(3,5-difluorophenyl)-2-methylprop-2-enoic acid","3|-|(|3|,|5|-|di|fluoro|phen|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid",54289103.png
7503,140826868,"(Z)-3-hydroxy-3-oxo-1-(2,3,6-trichlorophenyl)prop-1-ene-2-thiolate","(|Z|)|-|3|-|hydroxy|-|3|-|oxo|-|1|-|(|2|,|3|,|6|-|tri|chloro|phen|yl|)|prop|-|1|-|ene|-|2|-|thiolate",140826868.png
6959,131699578,7-iodoisoquinoline-3-carboxylic acid,7|-|iodoisoquinoline|-|3|-|carboxylic acid,131699578.png
4916,39239027,(2S)-3-(4-ethylphenyl)-2-hydroxypropanoic acid,(|2|S)|-|3|-|(|4|-|eth|yl|phen|yl|)|-|2|-|hydroxy|prop|an|oic acid,39239027.png
7177,137462849,"3-(4,5-dihydroxycyclohexa-1,4-dien-1-yl)prop-2-enoic acid","3|-|(|4|,|5|-|di|hydroxy|cyclo|hex|a|-|1|,|4|-|di|en|-|1|-|yl|)|prop|-|2|-|en|oic acid",137462849.png
1545,87933482,but-3-ynoyl iodide,but|-|3|-|ynoyl| |iodide,87933482.png
7508,140859409,"(1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxylate","(|1|R|,|3R)|-|2|,|2|-|di|chloro|-|3|-|(|3|,|4|-|di|chloro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylate",140859409.png
4480,20497654,2-chloro-2-(4-hydroxyphenyl)acetic acid,2|-|chloro|-|2|-|(|4|-|hydroxy|phen|yl|)|acet|ic acid,20497654.png
102,60,prop-1-ene,prop|-|1|-|ene,60.png
5457,57957690,3-(4-methyl-2-oxopiperidin-1-yl)propanoic acid,3|-|(|4|-|meth|yl|-|2|-|oxo|piperidin|-|1|-|yl|)|prop|an|oic acid,57957690.png
2311,12389635,3-methylidenehept-1-yne,3|-|meth|yl|idene|hept|-|1|-|yne,12389635.png
6738,121436192,(Z)-4-fluoro-3-phenylbut-2-enoic acid,(|Z|)|-|4|-|fluoro|-|3|-|phen|yl|but|-|2|-|en|oic acid,121436192.png
3794,12082807,2-(4-aminophenyl)ethanesulfonic acid,2|-|(|4|-|amino|phen|yl|)|eth|ane|sulfon|ic acid,12082807.png
5196,54170875,(2S)-2-amino-3-(4-hydroxy-3-tritiophenyl)propanoic acid,(|2|S)|-|2|-|amino|-|3|-|(|4|-|hydroxy|-|3|-|tritiophen|yl|)|prop|an|oic acid,54170875.png
3466,4592697,2-oxo-3-phenylpropanoate,2|-|oxo|-|3|-|phen|yl|prop|an|oate,4592697.png
2705,518966,hex-1-en-5-yne,hex|-|1|-|en|-|5|-|yne,518966.png
7657,141265131,2-azido-3-(2-methylphenyl)prop-2-enoic acid,2|-|azido|-|3|-|(|2|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid,141265131.png
5257,54393605,3-(4-cyano-2-sulfanylphenyl)prop-2-enoic acid,3|-|(|4|-|cyano|-|2|-|sulfan|yl|phen|yl|)|prop|-|2|-|en|oic acid,54393605.png
7388,140085591,2-(4-boronooxyphenyl)acetic acid,2|-|(|4|-|boron|ooxy|phen|yl|)|acet|ic acid,140085591.png
7381,140072398,3-(2-ethyl-4-sulfanylphenyl)propanoic acid,3|-|(|2|-|eth|yl|-|4|-|sulfan|yl|phen|yl|)|prop|an|oic acid,140072398.png
8155,152024996,"2,3-difluoro-2-(4-hydroxyphenyl)propanoic acid","2|,|3|-|di|fluoro|-|2|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid",152024996.png
2622,528377,2-methyl-3-methylidenehexane,2|-|meth|yl|-|3|-|meth|yl|idene|hex|ane,528377.png
7850,142721371,"2-(4-amino-2,5-difluorophenyl)-2-methylpropanoic acid","2|-|(|4|-|amino|-|2|,|5|-|di|fluoro|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid",142721371.png
940,25,3-methoxy-4-[3-(4-methoxyphenoxy)propoxy]aniline,3|-|meth|oxy|-|4|-|[|3|-|(|4|-|meth|oxy|phen|oxy|)|prop|oxy|]|aniline,25.png
5057,53407694,3-(2-methylpyridin-3-yl)propanoic acid,3|-|(|2|-|meth|yl|pyridin|-|3|-|yl|)|prop|an|oic acid,53407694.png
3086,192095,3-hydroxy-3-(4-hydroxyphenyl)propanoic acid,3|-|hydroxy|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid,192095.png
2050,19022523,4-ethylsulfanylbut-1-ene,4|-|eth|yl|sulfan|yl|but|-|1|-|ene,19022523.png
4125,16217563,"(2S)-2-(15N)azanyl-3-(4-hydroxy(1,2,3,4,5,6-13C6)cyclohexa-1,3,5-trien-1-yl)(1,2,3-13C3)propanoic acid","(|2|S)|-|2|-|(|15N|)|az|anyl|-|3|-|(|4|-|hydroxy|(|1|,|2|,|3|,|4|,|5|,|6|-|1|3C6|)|cyclo|hex|a|-|1|,|3|,|5|-|tri|en|-|1|-|yl|)|(|1|,|2|,|3|-|13|C3|)|prop|an|oic acid",16217563.png
2435,6453823,2-methyl-4-methylsulfanylbut-1-ene,2|-|meth|yl|-|4|-|meth|yl|sulfan|yl|but|-|1|-|ene,6453823.png
1432,117649179,2-ethylsulfanyl-4-methylpent-1-ene,2|-|eth|yl|sulfan|yl|-|4|-|meth|yl|pent|-|1|-|ene,117649179.png
5092,53704813,3-(2-methoxy-4-methylphenyl)propanoic acid,3|-|(|2|-|meth|oxy|-|4|-|meth|yl|phen|yl|)|prop|an|oic acid,53704813.png
2873,22538,2-methylhexan-1-amine,2|-|meth|yl|hex|an|-|1|-|amine,22538.png
1927,22090792,S-propan-2-yl 2-methylpropanethioate,S|-|prop|an|-|2|-|yl| |2|-|meth|yl|prop|ane|thio|ate,22090792.png
692,170,but-1-ynyl 2-methylprop-2-enoate,but|-|1|-|yn|yl| |2|-|meth|yl|prop|-|2|-|en|oate,170.png
6946,130967614,3-(5-cyano-2-methylphenyl)propanoic acid,3|-|(|5|-|cyano|-|2|-|meth|yl|phen|yl|)|prop|an|oic acid,130967614.png
3083,181663,"3-(3,4,5-trihydroxyphenyl)propanoic acid","3|-|(|3|,|4|,|5|-|tri|hydroxy|phen|yl|)|prop|an|oic acid",181663.png
2935,10552,"2,3-dibromoprop-1-ene","2|,|3|-|di|bromo|prop|-|1|-|ene",10552.png
6041,70443618,(2S)-2-(4-hydroxyphenyl)-3-methylbutanoic acid,(|2|S)|-|2|-|(|4|-|hydroxy|phen|yl|)|-|3|-|meth|yl|but|an|oic acid,70443618.png
7853,142730348,"(2R)-2,3,3,3-tetrafluoro-2-(N-fluoroanilino)propanoic acid","(|2|R|)|-|2|,|3|,|3|,|3|-|tetra|fluoro|-|2|-|(|N|-|fluoro|anilino|)|prop|an|oic acid",142730348.png
4102,15867500,"(E)-3-(2-methyl-1,3-oxazol-4-yl)prop-2-enoic acid","(|E|)|-|3|-|(|2|-|meth|yl|-|1|,|3|-|oxaz|ol|-|4|-|yl|)|prop|-|2|-|en|oic acid",15867500.png
5740,67528472,3-(4-methyloxan-4-yl)prop-2-enoic acid,3|-|(|4|-|meth|yl|oxan|-|4|-|yl|)|prop|-|2|-|en|oic acid,67528472.png
4669,22164390,2-(4-hydroxyphenyl)sulfanyl-3-oxobutanoic acid,2|-|(|4|-|hydroxy|phen|yl|)|sulfan|yl|-|3|-|oxo|but|an|oic acid,22164390.png
5414,57302764,"4-(2,4-dimethylphenyl)-2-oxobutanoic acid","4|-|(|2|,|4|-|di|meth|yl|phen|yl|)|-|2|-|oxo|but|an|oic acid",57302764.png
7235,138731958,"2-[(4,4-difluoropyrrolidin-2-yl)methoxy]acetic acid","2|-|[|(|4|,|4|-|di|fluoro|pyrrolidin|-|2|-|yl|)|meth|oxy|]|acet|ic acid",138731958.png
1106,140679838,"1,1,1-trideuterio-5,5-dimethylhexane","1|,|1|,|1|-|tri|deuterio|-|5|,|5|-|di|meth|yl|hex|ane",140679838.png
6383,91405055,4-(2-chlorothiophen-3-yl)butanoic acid,4|-|(|2|-|chloro|thio|phen|-|3|-|yl|)|but|an|oic acid,91405055.png
85,51,cyclodecane,cyclo|dec|ane,51.png
1580,71366154,"3,4-dichlorohex-3-ene","3|,|4|-|di|chloro|hex|-|3|-|ene",71366154.png
6078,71034463,"2-(3,5-difluorophenyl)sulfanylacetic acid","2|-|(|3|,|5|-|di|fluoro|phen|yl|)|sulfan|yl|acet|ic acid",71034463.png
5416,57309559,(2R)-2-(3-fluoro-4-hydroxyphenyl)-2-hydroxyacetic acid,(|2|R|)|-|2|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|-|2|-|hydroxy|acet|ic acid,57309559.png
4347,19829828,"2-(N-amino-3,5-difluoroanilino)acetic acid","2|-|(|N|-|amino|-|3|,|5|-|di|fluoro|anilino|)|acet|ic acid",19829828.png
719,244,N-cyclohexylpropanamide,N|-|cyclo|hex|yl|prop|an|amide,244.png
7070,135035208,2-phenyl-2-sulfanylideneacetate,2|-|phen|yl|-|2|-|sulfan|yl|idene|acet|ate,135035208.png
1052,141795448,"(3Z)-3,4-difluorohexa-1,3,5-triene","(|3|Z)|-|3|,|4|-|di|fluoro|hex|a|-|1|,|3|,|5|-|tri|ene",141795448.png
4883,28344847,"3-(5-methyl-1,3,4-oxadiazol-2-yl)propanoic acid","3|-|(|5|-|meth|yl|-|1|,|3|,|4|-|oxa|diazol|-|2|-|yl|)|prop|an|oic acid",28344847.png
6299,87578328,2-[[3-amino-2-[(Z)-hydroxyiminomethyl]phenyl]methoxy]acetic acid,2|-|[|[|3|-|amino|-|2|-|[|(|Z|)|-|hydroxyimino|meth|yl|]|phen|yl|]|meth|oxy|]|acet|ic acid,87578328.png
7243,138961427,"(E)-3-(4,6-dihydroxycyclohexa-2,4-dien-1-yl)prop-2-enoic acid","(|E|)|-|3|-|(|4|,|6|-|di|hydroxy|cyclo|hex|a|-|2|,|4|-|di|en|-|1|-|yl|)|prop|-|2|-|en|oic acid",138961427.png
2839,75513,S-ethyl propanethioate,S|-|eth|yl| |prop|ane|thio|ate,75513.png
4597,21560600,2-(5-methylthiophen-2-yl)oxyacetic acid,2|-|(|5|-|meth|ylthi|ophen|-|2|-|yl|)|oxy|acet|ic acid,21560600.png
2242,12715991,(E)-but-2-enoyl iodide,(|E|)|-|but|-|2|-|en|oyl| |iodide,12715991.png
1468,91747965,"(1S,2R)-1,2-dibromo-1,2-dichloroethane","(|1|S|,|2R|)|-|1|,|2|-|di|bromo|-|1|,|2|-|di|chloro|eth|ane",91747965.png
6672,118623291,(Z)-3-(3-aminophenyl)-2-fluoroprop-2-enoic acid,(|Z|)|-|3|-|(|3|-|amino|phen|yl|)|-|2|-|fluoro|prop|-|2|-|en|oic acid,118623291.png
1732,54530280,1-deuteriopent-1-ene,1|-|deuterio|pent|-|1|-|ene,54530280.png
5922,69283383,methyl (2R)-3-(4-hydroxyphenyl)-2-methoxypropanoate,meth|yl| |(|2R|)|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|oxy|prop|an|oate,69283383.png
1472,91573287,4-methylidenehex-1-en-5-yne,4|-|meth|yl|idene|hex|-|1|-|en|-|5|-|yne,91573287.png
1049,141842775,"(4E)-5-chloro-2-methylhepta-2,4-diene","(|4|E|)|-|5|-|chloro|-|2|-|meth|yl|hept|a|-|2|,|4|-|di|ene",141842775.png
6435,95022374,"(3R)-4,4,4-trifluoro-3-(4-fluorophenyl)butanoic acid","(|3|R)|-|4|,|4|,|4|-|tri|fluoro|-|3|-|(|4|-|fluoro|phen|yl|)|but|an|oic acid",95022374.png
1128,140227908,1-bromo-1-fluorobut-2-ene,1|-|bromo|-|1|-|fluoro|but|-|2|-|ene,140227908.png
7281,139643074,"2-(4-hydroxy-3,5-dimethylanilino)-2-oxoacetic acid","2|-|(|4|-|hydroxy|-|3|,|5|-|di|meth|yl|anilino|)|-|2|-|oxo|acet|ic acid",139643074.png
2756,142217,2-methyl-2-prop-2-enylsulfanylpropane,2|-|meth|yl|-|2|-|prop|-|2|-|en|yl|sulfan|yl|prop|ane,142217.png
1391,118643561,3-(bromomethyl)-4-chlorobut-1-yne,3|-|(|bromo|meth|yl|)|-|4|-|chloro|but|-|1|-|yne,118643561.png
2458,6427621,"(1R,2R)-1-ethenyl-2-ethylcyclopropane","(|1|R|,|2R|)|-|1|-|eth|en|yl|-|2|-|eth|yl|cyclo|prop|ane",6427621.png
20,225,"3,3-dimethylhexane","3|,|3|-|di|meth|yl|hex|ane",225.png
1363,123162212,S-hex-2-en-2-ylthiohydroxylamine,S|-|hex|-|2|-|en|-|2|-|yl|thio|hydrox|yl|amine,123162212.png
7570,141090612,2-sulfanyl-2-(4-sulfanylphenyl)acetic acid,2|-|sulfan|yl|-|2|-|(|4|-|sulfan|yl|phen|yl|)|acet|ic acid,141090612.png
3913,13082898,3-(4-hydroxy-3-methylphenyl)butanoic acid,3|-|(|4|-|hydroxy|-|3|-|meth|yl|phen|yl|)|but|an|oic acid,13082898.png
6936,130620064,4-phenyloxolane-2-carboxylic acid,4|-|phen|yl|oxolane|-|2|-|carboxylic acid,130620064.png
1909,22613626,"1-bromo-1,1,2-trifluoro-2-iodoethane","1|-|bromo|-|1|,|1|,|2|-|tri|fluoro|-|2|-|iodo|ethane",22613626.png
73,223,3-iodo-3-methylpentane,3|-|iodo|-|3|-|meth|yl|pent|ane,223.png
3953,13591064,1-(4-hydroxyphenyl)butan-2-one,1|-|(|4|-|hydroxy|phen|yl|)|but|an|-|2|-|one,13591064.png
3247,688348,(2S)-2-(4-bromophenyl)-2-hydroxyacetic acid,(|2|S)|-|2|-|(|4|-|bromo|phen|yl|)|-|2|-|hydroxy|acet|ic acid,688348.png
6206,83627991,2-(2-ethoxy-4-methylanilino)-2-oxoacetic acid,2|-|(|2|-|eth|oxy|-|4|-|meth|yl|anilino|)|-|2|-|oxo|acet|ic acid,83627991.png
795,185,N-benzyl-2-chloroethanamine,N|-|benz|yl|-|2|-|chloro|eth|an|amine,185.png
8127,149894090,2-ethyl-5-(4-hydroxyphenyl)pentanoate,2|-|eth|yl|-|5|-|(|4|-|hydroxy|phen|yl|)|pent|an|oate,149894090.png
7658,141265647,(2S)-2-amino-3-(3-chloro-4-deuteriooxyphenyl)propanoic acid,(|2|S)|-|2|-|amino|-|3|-|(|3|-|chloro|-|4|-|deuterio|oxy|phen|yl|)|prop|an|oic acid,141265647.png
6360,91056413,(2S)-3-(4-hydroxyphenyl)-2-(tritioamino)propanoic acid,(|2|S)|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|(|tritioamino|)|prop|an|oic acid,91056413.png
13,136,4-ethyl-2-methylhexane,4|-|eth|yl|-|2|-|meth|yl|hex|ane,136.png
2843,70617,hexylsilane,hex|yl|silane,70617.png
6898,123794293,2-(1-phenylcycloprop-2-en-1-yl)acetic acid,2|-|(|1|-|phen|yl|cyclo|prop|-|2|-|en|-|1|-|yl|)|acet|ic acid,123794293.png
7976,143852599,(E)-2-(4-fluoro-N-(methyldiazenyl)anilino)but-2-enoic acid,(|E|)|-|2|-|(|4|-|fluoro|-|N|-|(|meth|yl|di|azen|yl|)|anilino|)|but|-|2|-|en|oic acid,143852599.png
5209,54215232,"2,3-difluoro-3-(1,5,6-trifluorocyclohexa-2,4-dien-1-yl)prop-2-enoic acid","2|,|3|-|di|fluoro|-|3|-|(|1|,|5|,|6|-|tri|fluoro|cyclo|hex|a|-|2|,|4|-|di|en|-|1|-|yl|)|prop|-|2|-|en|oic acid",54215232.png
567,245,cyclohexanoic acid,cyclo|hex|an|oic acid,245.png
7717,141540433,(2S)-2-aminooxy-3-(4-hydroxyphenyl)propanoic acid,(|2|S)|-|2|-|amino|oxy|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid,141540433.png
5050,53403877,"3-(2,4,6-trifluorophenyl)propanoic acid","3|-|(|2|,|4|,|6|-|tri|fluoro|phen|yl|)|prop|an|oic acid",53403877.png
6495,107686216,3-(3-fluoro-4-hydroxyphenyl)-2-oxopropanoic acid,3|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|-|2|-|oxo|prop|an|oic acid,107686216.png
704,37,methyl 2-chloro-3-oxooctanoate,meth|yl| |2|-|chlo|ro|-|3|-|oxo|oct|an|oate,37.png
1272,123719511,butyl-methylidene-propan-2-ylazanium,but|yl|-|meth|yl|idene|-|prop|an|-|2|-|yl|az|anium,123719511.png
6858,123514052,"2-(2,4-dichlorocyclohexa-2,4-dien-1-yl)oxyacetic acid","2|-|(|2|,|4|-|di|chloro|cyclo|hex|a|-|2|,|4|-|di|en|-|1|-|yl|)|oxy|acet|ic acid",123514052.png
8137,150902330,2-[2-(4-hydroxyphenyl)ethyl]-4-methylpentanoate,2|-|[|2|-|(|4|-|hydroxy|phen|yl|)|eth|yl|]|-|4|-|meth|yl|pent|an|oate,150902330.png
7766,141983205,"3-(6-sulfinylcyclohexa-2,4-dien-1-yl)prop-2-enoic acid","3|-|(|6|-|sul|finyl|cyclo|hex|a|-|2|,|4|-|di|en|-|1|-|yl|)|prop|-|2|-|en|oic acid",141983205.png
8134,150739089,3-(4-hydroperoxyphenyl)-2-oxopropanoate,3|-|(|4|-|hydro|peroxy|phen|yl|)|-|2|-|oxo|prop|an|oate,150739089.png
3617,7016422,5-(4-hydroxyphenyl)pentanoate,5|-|(|4|-|hydroxy|phen|yl|)|pent|an|oate,7016422.png
7509,140859780,"(1R,3R)-3-(3,5-dichlorophenyl)-2,2-difluorocyclopropane-1-carboxylic acid","(|1|R|,|3R)|-|3|-|(|3|,|5|-|di|chloro|phen|yl|)|-|2|,|2|-|di|fluoro|cyclo|prop|ane|-|1|-|carboxylic acid",140859780.png
5212,54223920,3-(cyclohexen-1-yl)-2-oxopropanoic acid,3|-|(|cyclo|hex|en|-|1|-|yl|)|-|2|-|oxo|prop|an|oic acid,54223920.png
3948,13551743,"1,5,6,7,8,8a-hexahydronaphthalene-2-carboxylic acid","1|,|5|,|6|,|7|,|8|,|8|a|-|hex|ahydron|aphthalen|e|-|2|-|carboxylic acid",13551743.png
2411,10953531,2-methyl-3-prop-2-enylsulfanylprop-1-ene,2|-|meth|yl|-|3|-|prop|-|2|-|en|yl|sulfan|yl|prop|-|1|-|ene,10953531.png
1724,55301927,"2-(chloromethyl)penta-1,4-diene","2|-|(|chloro|meth|yl|)|pent|a|-|1|,|4|-|di|ene",55301927.png
3542,5709520,(E)-3-[2-chloro-4-(trifluoromethyl)phenyl]prop-2-enoic acid,(|E|)|-|3|-|[|2|-|chloro|-|4|-|(|tri|fluoro|meth|yl|)|phen|yl|]|prop|-|2|-|en|oic acid,5709520.png
6102,71627171,3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-2-oxopropanoate,3|-|[|4|-|hydroxy|-|3|-|(|3|-|meth|yl|but|-|2|-|en|yl|)|phen|yl|]|-|2|-|oxo|prop|an|oate,71627171.png
1699,57223976,"2,2-dimethylbut-3-yne-1-thiol","2|,|2|-|di|meth|yl|but|-|3|-|yne|-|1|-|thiol",57223976.png
6917,129715189,(2S)-3-(4-hydroxyphenyl)-2-iodopropanoic acid,(|2|S)|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|iodo|prop|an|oic acid,129715189.png
5544,59904836,(2S)-2-hydroxy-3-(4-hydroxy-3-methylphenyl)propanoic acid,(|2|S)|-|2|-|hydroxy|-|3|-|(|4|-|hydroxy|-|3|-|meth|yl|phen|yl|)|prop|an|oic acid,59904836.png
3864,12688007,2-(4-bromoanilino)-2-oxoacetic acid,2|-|(|4|-|bromo|anilino|)|-|2|-|oxo|acet|ic acid,12688007.png
7571,141091195,"3-(5-fluoro-4-hydroxy-5-methoxycyclohexa-1,3-dien-1-yl)propanoic acid","3|-|(|5|-|fluoro|-|4|-|hydroxy|-|5|-|meth|oxy|cyclo|hex|a|-|1|,|3|-|di|en|-|1|-|yl|)|prop|an|oic acid",141091195.png
2702,519371,3-chlorohex-3-ene,3|-|chloro|hex|-|3|-|ene,519371.png
2535,5354994,"(Z)-1,4-dibromobut-2-ene","(|Z|)|-|1|,|4|-|di|bromo|but|-|2|-|ene",5354994.png
7806,142267066,"2-cyano-3-(3-hydroxy-2,4-dimethylphenyl)propanoic acid","2|-|cyano|-|3|-|(|3|-|hydroxy|-|2|,|4|-|di|meth|yl|phen|yl|)|prop|an|oic acid",142267066.png
541,20,cyclopent-2-en-1-one,cyclo|pent|-|2|-|en|-|1|-|one,20.png
7628,141185565,(E)-3-(4-hydroxy-2-sulfanylphenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|hydroxy|-|2|-|sulfan|yl|phen|yl|)|prop|-|2|-|en|oic acid,141185565.png
6847,123467991,2-[(4-fluorophenyl)diazenyl]acetic acid,2|-|[|(|4|-|fluoro|phen|yl|)|di|azen|yl|]|acet|ic acid,123467991.png
5500,58870909,"6-hydroxy-4a,8a-dihydronaphthalene-2-carboxylic acid","6|-|hydroxy|-|4a|,|8a|-|di|hydro|naphthal|ene|-|2|-|carboxylic acid",58870909.png
2222,12892794,(Z)-hex-3-ene,(|Z|)|-|hex|-|3|-|ene,12892794.png
1115,140449157,hex-1-enyl hypofluorite,hex|-|1|-|en|yl| |hypo|fluorit|e,140449157.png
4780,23169501,1-(4-hydroxyphenyl)octan-2-one,1|-|(|4|-|hydroxy|phen|yl|)|oct|an|-|2|-|one,23169501.png
3110,235114,3-(4-chlorophenyl)-2-methylprop-2-enoic acid,3|-|(|4|-|chloro|phen|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid,235114.png
1968,21343607,3-ethyl-3-propyldioxirane,3|-|eth|yl|-|3|-|prop|yl|di|oxirane,21343607.png
5492,58704467,(Z)-2-isocyano-3-(4-methylphenyl)prop-2-enoic acid,(|Z|)|-|2|-|iso|cyano|-|3|-|(|4|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid,58704467.png
7871,142782252,carboxy pyridine-2-carboxylate,carboxy| |pyridine|-|2|-|carboxylate,142782252.png
2678,522263,2-(methyldisulfanyl)butane,2|-|(|meth|yl|di|sulfan|yl|)|but|ane,522263.png
87,165,bromohexane,bromo|hex|ane,165.png
8141,150978834,azido 2-(4-hydroxyphenyl)acetate,azido| |2|-|(|4|-|hydroxy|phen|yl|)|acet|ate,150978834.png
4034,14959151,(4-hydroxyphenyl)methoxy-methylphosphinic acid,(|4|-|hydroxy|phen|yl|)|meth|oxy|-|meth|yl|pho|s|phini|c acid,14959151.png
6185,82553943,"3-(4,5-dichloro-2-hydroxyphenyl)propanoic acid","3|-|(|4|,|5|-|di|chloro|-|2|-|hydroxy|phen|yl|)|prop|an|oic acid",82553943.png
3457,4413805,2-(4-chloro-2-methylphenoxy)propanoate,2|-|(|4|-|chloro|-|2|-|meth|yl|phen|oxy|)|prop|an|oate,4413805.png
7389,140087908,"3-[3,4-bis(sulfanyl)phenyl]prop-2-enoic acid","3|-|[|3|,|4|-|bis|(|sulfan|yl|)|phen|yl|]|prop|-|2|-|en|oic acid",140087908.png
5893,69054795,"(3S)-3-(3,5-difluorophenyl)-3-hydroxybutanoic acid","(|3|S)|-|3|-|(|3|,|5|-|di|fluoro|phen|yl|)|-|3|-|hydroxy|but|an|oic acid",69054795.png
4154,16794434,"3-(2,4-difluorophenyl)-2-oxopropanoic acid","3|-|(|2|,|4|-|di|fluoro|phen|yl|)|-|2|-|oxo|prop|an|oic acid",16794434.png
423,178,1-bromo-5-isopropoxy-3-methyl-pentane,1|-|bromo|-|5|-|iso|prop|oxy|-|3|-|meth|yl|-|pent|ane,178.png
8166,152538427,1-(4-hydroxyphenyl)-6-methylhept-5-en-2-one,1|-|(|4|-|hydroxy|phen|yl|)|-|6|-|meth|yl|hept|-|5|-|en|-|2|-|one,152538427.png
3443,3920069,3-phenylprop-2-enoate,3|-|phen|yl|prop|-|2|-|en|oate,3920069.png
1448,101235363,"1,6-dideuteriohexa-1,3,5-triyne","1|,|6|-|di|deuterio|hex|a|-|1|,|3|,|5|-|tri|yne",101235363.png
1926,22238655,5-methyl-3-methylidenehex-1-ene,5|-|meth|yl|-|3|-|meth|yl|idene|hex|-|1|-|ene,22238655.png
951,151314218,"1,4-dideuteriopentane","1|,|4|-|di|deuterio|pent|ane",151314218.png
1019,142446170,(Z)-N-fluoro-2-methylhex-3-en-3-amine,(|Z|)|-|N|-|fluoro|-|2|-|meth|yl|hex|-|3|-|en|-|3|-|amine,142446170.png
8054,145465650,(2E)-2-[(4-hydroxy-2-methylphenyl)methylidene]but-3-enoic acid,(|2|E|)|-|2|-|[|(|4|-|hydroxy|-|2|-|meth|yl|phen|yl|)|meth|yl|idene|]|but|-|3|-|en|oic acid,145465650.png
6963,131831953,3-(4-hydroxy-3-sulfooxyphenyl)-2-oxopropanoic acid,3|-|(|4|-|hydroxy|-|3|-|sulfo|oxy|phen|yl|)|-|2|-|oxo|prop|an|oic acid,131831953.png
1197,134995944,(E)-4-hydroperoxy-5-methylhex-2-ene,(|E|)|-|4|-|hydro|peroxy|-|5|-|meth|yl|hex|-|2|-|ene,134995944.png
4804,23378291,3-(3-hydroxyphenyl)-2-methylpropanoic acid,3|-|(|3|-|hydroxy|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid,23378291.png
8175,153674628,4-(1-carboxyhex-1-enyl)phenolate,4|-|(|1|-|carboxy|hex|-|1|-|en|yl|)|phen|ol|ate,153674628.png
5764,67800781,3-chloro-2-(4-chlorophenyl)propanoic acid,3|-|chloro|-|2|-|(|4|-|chloro|phen|yl|)|prop|an|oic acid,67800781.png
5136,53905572,2-oxopropyl (2S)-2-(4-hydroxyphenyl)propanoate,2|-|oxo|prop|yl| |(|2S|)|-|2|-|(|4|-|hydroxy|phen|yl|)|prop|an|oate,53905572.png
505,180,propan-2-one,prop|an|-|2|-|one,180.png
2296,12487506,1-ethenylsulfanyl-2-methylsulfanylethane,1|-|eth|en|yl|sulfan|yl|-|2|-|meth|yl|sulfan|yl|eth|ane,12487506.png
7139,136401953,2-diazo-3-oxo-3-thiophen-2-ylpropanoic acid,2|-|di|azo|-|3|-|oxo|-|3|-|thiophen|-|2|-|yl|prop|an|oic acid,136401953.png
1471,91610086,"3,4-difluorohexa-2,4-diene","3|,|4|-|di|fluoro|hex|a|-|2|,|4|-|di|ene",91610086.png
