,cid,iupacname
630,8631.png,"2-hydroxy-3,5-diiodobenzoic acid"
631,8818.png,3-cyclopentylpropanoic acid
632,9338.png,"2,6-dihydroxybenzoic acid"
633,9445.png,"3,5-dichloro-2-hydroxybenzoic acid"
634,9447.png,5-chloro-2-hydroxybenzoic acid
635,9777.png,"2,2,3,3,4,4,4-heptafluorobutanoic acid"
636,7341.png,2-methylpentanoic acid
637,7755.png,3-methylpentanoic acid
638,8818.png,3-cyclopentylpropanoic acid
639,9081.png,2-amino-3-(2-methylidenecyclopropyl)propanoic acid
640,9534.png,7-fluoroheptanoic acid
641,11268.png,2-bromo-3-methylbutanoic acid
642,11579.png,4-oxopentanoic acid
643,12522.png,4-amino-4-oxobutanoic acid
644,12587.png,4-methylpentanoic acid
645,14057.png,"3,3-dimethylbutanoic acid"
646,14237.png,"4,4-dimethylpentanoic acid"
647,16048.png,3-chlorobutanoic acid
648,16742.png,"2,3,3-trichloroprop-2-enoic acid"
649,17290.png,"2,2-dichlorobutanoic acid"
650,26608.png,"2,3-dimethylbutanoic acid"
651,42916.png,2-methoxy-3-methylbut-2-enoic acid
652,44844.png,4-(diethylamino)butanoic acid
653,44850.png,2-fluoro-3-hydroxybutanoic acid
654,52413.png,2-chloro-2-methylbutanoic acid
655,54839.png,3-(dichloroamino)-3-methylbutanoic acid
656,55395.png,"2,2,3,4,4-pentachlorobut-3-enoic acid"
657,57164.png,"2,4,4-trichloro-3-(dichloromethyl)but-2-enoic acid"
658,60553.png,"4,4-dichloro-3-(dichloromethyl)but-2-enoic acid"
659,62056.png,4-oxo-4-propan-2-yloxybutanoic acid
660,62356.png,"2,2,3,3,3-pentafluoropropanoic acid"
661,7762.png,ethyl butanoate
662,12180.png,methyl butanoate
663,61137.png,butyl pentanoate
664,31272.png,butyl ethanoate
665,12217.png,pentyl propanoate
666,7865.png,methyl methanoate
667,6584.png,methyl ethanoate
668,8857.png,ethyl ethanoate
669,7749.png,ethyl propanoate
670,24020.png,ethyl 2-methylbutanoate
671,575495.png,"methyl 2-isopropyl-2,3-dimethylbutanoate"
672,8785.png,benzyl ethanoate
673,7169.png,phenyl benzoate
674,2345.png,benzyl benzoate
675,18686.png,ethyl cyclohexanecarboxylate
676,18686.png,ethyl cyclohexanoate
677,19877222.png,"propyl 2,3-dimethylbutanoate"
678,23906.png,2-ethylhexyl 2-ethylhexanoate
679,129720603.png,pent-3-yn-2-yl hexanoate
680,545679.png,tetradecyl 2-ethylhexanoate
681,129743171.png,"ethyl 4-bromo-6,6,6-trichloro-3,3-dipropylhexanoate"
682,129725096.png,"ethyl 3-hydroxy-11-(3-propyl-1,4-dioxan-2-yl)undecanoate"
683,81045.png,hexyl nonanoate
684,31265.png,ethyl hexanoate
685,15522342.png,propan-2-yl 7-methyl-2-oxooct-6-enoate
686,118362912.png,aminooxysulfonyl hexanoate
687,86074510.png,tert-butyl 2-cyanohexanoate
688,12931885.png,"3-methylbuta-1,3-dien-2-yl hex-5-enoate"
689,85782818.png,ethyl 2-isocyano-2-methylhexanoate
690,118452426.png,prop-1-en-2-yl 2-methylidenehex-5-enoate
691,20480683.png,but-2-ynyl 2-methylprop-2-enoate
692,20480682.png,but-1-ynyl 2-methylprop-2-enoate
693,123389527.png,butyl 2-isocyanoprop-2-enoate
694,123330443.png,"trifluoromethyl 3,3-dimethylhexanoate"
695,76556508.png,ethyl hex-2-en-4-ynoate
696,12340787.png,(2-methyl-2-nitrosopropyl) hexanoate
697,123486017.png,"tert-butyl 2,2-dimethylhexanoate"
698,122494013.png,"tert-butyl 4,4-dimethylhexanoate"
699,23469199.png,3-iodoprop-2-ynyl hexanoate
700,21503876.png,ethyl 7-chlorohept-5-ynoate
701,4715301.png,ethyl 2-isocyano-4-methylsulfanylbutanoate
702,85381512.png,ethyl 4-ethyl-2-fluorohex-2-enoate
703,54387089.png,ethyl hept-2-en-6-ynoate
704,134860837.png,methyl 2-chloro-3-oxooctanoate
705,7351.png,2-methylpropyl 2-methylpropanoate
706,7803.png,propyl propanoate
707,13550.png,propyl prop-2-enoate
708,713.png,methanamide
709,178.png,ethanamide
710,6578.png,propanamide
711,10927.png,butanamide
712,19022272.png,N-chloro-3-ethylheptanamide
713,518695.png,N-ethylbutanamide
714,20644864.png,N-ethyl-N-methylbutanamide
715,226274.png,cyclopentanecarboxamide
716,276329.png,4-methylcyclohexanecarboxamide
717,68424.png,2-methylpropanamide
718,57748639.png,4-carbamoyl-2-methylbenzoic acid
719,234740.png,N-cyclohexylpropanamide
720,6579.png,prop-2-enamide
721,69421.png,hexadecanamide
722,6595.png,2-methylprop-2-enamide
723,4913.png,4-amino-N-[2-(diethylamino)ethyl]benzamide
724,69020.png,2-aminoacetamide
725,15765418.png,cyclopropanesulfonamide
726,94220.png,2-hydroxypropanamide
727,75347.png,decanamide
728,69492.png,tetradecanamide
729,31292.png,octadecanamide
730,12332.png,hexanamide
731,8899.png,N-(2-hydroxyethyl)dodecanamide
732,5333.png,4-aminobenzenesulfonamide
733,6942.png,2-aminobenzamide
734,6228.png,"N,N-dimethylformamide"
735,303543.png,4-chloropyridine-2-carboxamide
736,101445.png,prop-2-ynamide
737,18615.png,4-aminobutanamide
738,2331.png,benzamide
739,10930.png,3-methylbutanamide
740,14470.png,N-methylpropanamide
741,5147.png,2-hydroxybenzamide
742,5214209.png,4-methoxypyridine-2-carboxamide
743,70709.png,nonanamide
744,3041946.png,3-propylhex-2-enamide
745,14283.png,cyclohexanecarboxamide
746,31254.png,N-methylformamide
747,21961408.png,6-bromopyridine-2-carboxamide
748,7625.png,3-phenylpropanamide
749,3042314.png,2-(3-benzoylphenyl)propanamide
750,6329.png,methanamine
751,6341.png,ethanamine
752,6363.png,propan-2-amine
753,12219.png,N-methylethanamine
754,1146.png,"N,N-dimethylmethanamine"
755,7852.png,propanamine
756,24874.png,butan-2-amine
757,12019.png,pentan-3-amine
758,86062.png,hexan-3-amine
759,18915986.png,"4-methylpentane-2,3-diamine"
760,674.png,N-methylmethanamine
761,12426737.png,N-ethylpentan-3-amine
762,3301.png,"ethane-1,2-diamine"
763,7852.png,propan-1-amine
764,90472778.png,"3,3,3-trideuteriopropan-1-amine"
765,20730584.png,"9,9-dimethyl-N-(4-phenylphenyl)fluoren-2-amine"
766,89148.png,"2,3-dihydro-1,4-benzodioxin-6-amine"
767,59016344.png,N-deuterioprop-1-en-2-amine
768,142091963.png,N-(propan-2-ylideneamino)thiohydroxylamine
769,142724816.png,N-chloro-1-methoxymethanamine
770,142467407.png,N-iodo-N-(propan-2-ylideneamino)methanamine
771,141343484.png,N-[(sulfanylamino)methoxymethyl]thiohydroxylamine
772,2366.png,N-methyl-2-pyridin-2-ylethanamine
773,1001.png,2-phenylethanamine
774,1206.png,N-methyl-1-phenylpropan-2-amine
775,1485.png,"(2,4-dichlorophenyl)methanamine"
776,3007.png,1-phenylpropan-2-amine
777,3127.png,1-(4-chlorophenyl)propan-2-amine
778,3128.png,1-(4-chlorophenyl)-N-methylpropan-2-amine
779,3677.png,"N,2-dimethyl-1-phenylpropan-2-amine"
780,4117.png,1-(2-methoxyphenyl)-N-methylpropan-2-amine
781,4771.png,2-methyl-1-phenylpropan-2-amine
782,5530.png,2-phenylcyclopropan-1-amine
783,6993.png,(2-methylphenyl)methanamine
784,7408.png,1-phenylethanamine
785,7558.png,1-cyclohexyl-N-methylpropan-2-amine
786,7669.png,N-methyl-1-phenylmethanamine
787,7743.png,1-cyclopentylpropan-2-amine
788,9982.png,N-ethyl-1-phenylpropan-2-amine
789,9986.png,1-(4-fluorophenyl)propan-2-amine
790,11398.png,2-phenylpropan-1-amine
791,11503.png,N-methyl-2-phenylethanamine
792,20006.png,"N,N-dimethyl-1-phenylpropan-2-amine"
793,20509.png,2-cyclohexylethanamine
794,22276.png,N-methyl-2-phenylpropan-1-amine
795,22713.png,N-benzyl-2-chloroethanamine
796,25223.png,1-(2-chlorophenyl)-2-methylpropan-2-amine
797,25866.png,N-benzylcyclopropanamine
798,37732.png,N-methyl-2-phenoxyethanamine
799,38131.png,"2-(furan-2-yl)-N,N-dimethylethanamine"
800,43930.png,2-cyclohexyl-N-methylethanamine
801,45097.png,2-(furan-2-yl)propan-2-amine
802,49662.png,1-cyclopent-2-en-1-yl-N-methylpropan-2-amine
803,49663.png,1-cyclopent-2-en-1-ylpropan-2-amine
804,57507.png,N-(furan-2-ylmethyl)ethanamine
805,66015.png,(3-methylphenyl)methanamine
806,66648.png,(2-chlorophenyl)methanamine
807,66649.png,(2-fluorophenyl)methanamine
808,66754.png,1-(2-chlorophenyl)-N-methylmethanamine
809,66853.png,(3-fluorophenyl)methanamine
810,67326.png,(4-fluorophenyl)methanamine
811,70287.png,(1-phenylcyclopropyl)methanamine
812,74896.png,2-(2-methoxyphenyl)ethanamine
813,76688.png,cyclohexylmethanamine
814,76938.png,2-(cyclohexen-1-yl)ethanamine
815,80153.png,cyclopentylmethanamine
816,83098.png,"2-(2,5-dimethoxyphenyl)-N-methylethanamine"
817,83117.png,2-(2-chlorophenyl)ethanamine
818,84352.png,N-benzylethanamine
819,84833.png,(2-chloro-6-fluorophenyl)methanamine
820,85725.png,N-ethyl-1-(4-methoxyphenyl)propan-2-amine
821,592453.png,"5-methoxy-1,3-benzodioxole"
822,117692410.png,"2,2-dideuterio-5-methoxy-1,3-benzodioxole"
823,10678985.png,"5-(methoxymethoxy)-1,3-benzodioxole"
824,68612820.png,"4,5-dimethoxy-1,3-benzodioxole"
825,11309890.png,"4,7-dimethoxy-1,3-benzodioxole"
826,11159504.png,"5-ethenoxy-1,3-benzodioxole"
827,59141502.png,"4,5,7-trimethoxy-1,3-benzodioxole"
828,13675422.png,"5,6-dimethoxy-1,3-benzodioxole"
829,592478.png,"4-methoxy-1,3-benzodioxole"
830,153913670.png,"2,4-dimethoxy-1,3-benzodioxole"
831,151623287.png,"5-ethynoxy-1,3-benzodioxole"
832,150527846.png,"2-bromo-5-methoxy-1,3-benzodioxole"
833,91026277.png,"5-(methylsulfanylmethoxy)-1,3-benzodioxole"
834,159123.png,"5-butoxy-1,3-benzodioxole"
835,159122.png,"5-propoxy-1,3-benzodioxole"
836,159121.png,"5-ethoxy-1,3-benzodioxole"
837,151852527.png,"5-oct-3-enoxy-1,3-benzodioxole"
838,90417928.png,"2,2-difluoro-5-(methoxymethoxy)-1,3-benzodioxole"
839,70636162.png,"5-(2-ethoxyethoxy)-1,3-benzodioxole"
840,66865933.png,"5-(2-methoxyethoxy)-1,3-benzodioxole"
841,58328765.png,"2-deuterio-5-methoxy-2-methyl-1,3-benzodioxole"
842,22961273.png,"5-(bromomethoxy)-1,3-benzodioxole"
843,22125736.png,"4-prop-1-ynoxy-1,3-benzodioxole"
844,20129886.png,"2,2-dimethyl-5-prop-2-enoxy-1,3-benzodioxole"
845,2518.png,"3-(3,4-dihydroxyphenyl)prop-2-enoic acid"
846,15797.png,(2-hydroxy-4-octoxyphenyl)-phenylmethanone
847,846.png,2-amino-4-(2-aminophenyl)-4-oxobutanoic acid
848,20392.png,2-methoxycarbonylbenzoic acid
849,66643.png,2-(carboxymethyl)benzoic acid
850,2518.png,"3-(3,4-dihydroxyphenyl)prop-2-enoic acid"
851,979.png,3-(4-hydroxyphenyl)-2-oxopropanoic acid
852,75791.png,2-phenylpropanedioic acid
853,220005.png,4-(carboxymethyl)benzoic acid
854,636708.png,2-hydroxy-3-(4-hydroxyphenyl)prop-2-enoic acid
855,83151.png,5-acetyl-2-hydroxybenzoic acid
856,238669.png,3-acetyloxybenzoic acid
857,212595.png,methyl 3-formyl-4-hydroxybenzoate
858,18035.png,"4-hydroxy-5-methoxybenzene-1,3-dicarbaldehyde"
859,5282146.png,"3-(2,3-dihydroxyphenyl)prop-2-enoic acid"
860,7176205.png,2-formyl-5-methoxybenzoic acid
861,6443769.png,"3-(3,5-dihydroxyphenyl)prop-2-enoic acid"
862,584714.png,2-(4-methoxyphenyl)-2-oxoacetic acid
863,68137.png,"5-methylbenzene-1,3-dicarboxylic acid"
864,21254664.png,4-formyl-2-methoxybenzoic acid
865,22601056.png,(4-hydroxyphenyl) 2-oxopropanoate
866,14774772.png,methyl 2-formyl-3-hydroxybenzoate
867,20928.png,hexen-3-ol
868,61370.png,hex-4-en-1-ol
869,20930.png,hex-4-en-3-ol
870,68062720.png,"1,2,2-trimethylcyclopropan-1-ol"
871,82652.png,"2,3-dimethylbut-3-en-2-ol"
872,240.png,benzaldehyde
873,6669.png,"1-(4-tert-butyl-2,6-dimethyl-3,5-dinitrophenyl)ethanone"
874,8403.png,dicyclohexylmethanone
875,75607.png,1-(4-hydroxyphenyl)-2-phenylethanone
876,13207.png,1-cyclohexylethanone
877,13207.png,cyclohexylethanone
878,81223.png,(2-chlorophenyl)-cyclopentylmethanone
879,6570.png,but-3-en-2-one
880,74067.png,1-(1-methylcyclopropyl)ethanone
881,6991950.png,N-methyloxan-4-amine
882,5200320.png,oxan-3-amine
883,18437373.png,4-methyloxan-4-amine
884,20010.png,"N,N-diethylprop-2-yn-1-amine"
885,35417.png,N-methyl-3-phenylpropan-1-amine
886,76319.png,2-methylbut-3-yn-2-amine
887,10037.png,"propa-1,2-diene"
888,7853.png,prop-2-en-1-amine
889,7858.png,prop-2-en-1-ol
890,7847.png,prop-2-enal
891,123248.png,but-3-enal
892,357785.png,3-bromo-2-methylpropene
893,75082.png,"N,N-dimethylprop-2-en-1-amine"
894,533877.png,hex-5-en-1-amine
895,79757.png,2-fluoroprop-2-en-1-ol
896,10442.png,"propane-1,3-diol"
897,29179.png,2-propan-2-yloxybutane
898,29179.png,2-propan-2-yloxybutane
899,165717.png,ethenoxymethoxyethene
900,31214.png,diethoxymethoxyethane
901,520225.png,2-(propan-2-yloxymethoxy)propane
902,449171.png,"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid"
903,17486479.png,"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenoic acid"
904,11373.png,quinolin-6-amine
905,11375.png,quinolin-3-amine
906,11377.png,quinolin-7-amine
907,11927.png,7-methylquinoline
908,11374.png,quinolin-6-ol
909,11376.png,quinolin-3-ol
910,11379.png,quinolin-2-amine
911,7057.png,naphthalen-2-amine
912,7055.png,2-methylnaphthalene
913,7056.png,2-chloronaphthalene
914,7091.png,"naphthalene-2,3-diol"
915,8601.png,"naphthalene-1,3-diol"
916,8640.png,naphthalen-1-amine
917,8663.png,naphthalen-2-ol
918,11316.png,1-bromonaphthalen-2-ol
919,11318.png,"naphthalene-1,2-diol"
920,11327.png,"1,3-dimethylnaphthalene"
921,11397.png,"naphthalene-2,7-diol"
922,11951.png,"naphthalene-2,7-diamine"
923,12459.png,1-chloronaphthalen-2-ol
924,13237.png,"2,3,6-trimethylnaphthalene"
925,13648.png,"naphthalene-1,2-diamine"
926,22770.png,"3,4-dimethoxyaniline"
927,26236.png,3-methoxy-4-nonoxyaniline
928,27215.png,4-hexoxy-3-methoxyaniline
929,27216.png,4-heptoxy-3-methoxyaniline
930,27217.png,4-decoxy-3-methoxyaniline
931,27221.png,3-methoxy-4-octan-2-yloxyaniline
932,27239.png,3-methoxy-4-(3-phenoxypropoxy)aniline
933,32285.png,"3,4,5-trimethoxyaniline"
934,59824.png,4-butoxy-3-methoxyaniline
935,59836.png,3-methoxy-4-propoxyaniline
936,59888.png,3-methoxy-4-pentoxyaniline
937,60022.png,4-cyclopentyloxy-3-methoxyaniline
938,60024.png,3-methoxy-4-pent-4-enoxyaniline
939,60179.png,3-methoxy-4-octoxyaniline
940,60185.png,3-methoxy-4-[3-(4-methoxyphenoxy)propoxy]aniline
941,60196.png,3-methoxy-4-(5-phenoxypentoxy)aniline
942,60420.png,3-methoxy-4-(7-phenoxyheptoxy)aniline
943,91.png,3-(3-hydroxyphenyl)propanoic acid
944,107.png,3-phenylpropanoic acid
945,127.png,2-(4-hydroxyphenyl)acetic acid
946,322.png,3-(4-hydroxyphenyl)prop-2-enoic acid
947,328.png,2-hydroxy-2-(4-hydroxyphenyl)acetic acid
948,355.png,2-(4-hydroxyphenyl)-2-oxoacetic acid
949,558.png,5-(diaminomethylideneamino)-2-oxopentanoic acid
950,873.png,3-(2-hydroxyphenyl)propanoic acid
951,997.png,2-oxo-3-phenylpropanoic acid
952,1153.png,2-amino-3-(4-hydroxyphenyl)propanoic acid
953,2102.png,2-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid
954,2285.png,benzyl hydrogen carbonate
955,4703.png,3-(4-methylphenyl)-2-sulfanylprop-2-enoic acid
956,4775.png,4-phenylbutanoic acid
957,6057.png,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid
958,7153.png,2-(4-chloro-2-methylphenoxy)propanoic acid
959,7205.png,2-(4-chloro-2-methylphenyl)sulfanylacetic acid
960,8784.png,3-phenylprop-2-enoic acid
961,9378.png,2-hydroxy-3-(4-hydroxyphenyl)propanoic acid
962,9978.png,2-fluoro-3-phenylpropanoic acid
963,10299.png,2-(4-chlorophenyl)-2-hydroxyacetic acid
964,10394.png,3-(4-hydroxyphenyl)propanoic acid
965,11331.png,"2-(2,4,6-trichlorophenoxy)acetic acid"
966,11332.png,"2-(2,6-dichlorophenoxy)acetic acid"
967,11484.png,"2-(3,5-dichlorophenoxy)acetic acid"
968,11968.png,3-(2-hydroxyphenyl)prop-2-enoic acid
969,11970.png,2-(2-hydroxyphenyl)acetic acid
970,12650.png,(2R)-2-amino-3-(4-hydroxyphenyl)-2-methylpropanoic acid
971,14546.png,"3-(2,4-dichlorophenyl)prop-2-enoic acid"
972,15071.png,"4-(2,5-dimethylphenyl)butanoic acid"
973,15835.png,3-(4-methylphenyl)prop-2-enoic acid
974,15878.png,"2-(2,3-dihydro-1H-inden-5-yloxy)acetic acid"
975,15881.png,2-(4-hydroxyphenoxy)acetic acid
976,18703.png,2-(4-chlorophenoxy)propanoic acid
977,19567.png,3-(2-chlorophenyl)prop-2-enoic acid
978,20724.png,3-phenylbutanoic acid
979,21648.png,4-(4-hydroxyphenyl)butan-2-one
980,24389.png,"2-(2,4-dichlorophenyl)sulfanylacetic acid"
981,26229.png,2-(4-chlorophenoxy)acetic acid
982,26694.png,2-chloro-3-(4-chlorophenyl)propanoic acid
983,28310.png,ethyl 2-(4-hydroxyphenyl)acetate
984,28530.png,2-(4-chlorophenyl)sulfanyl-2-methylpropanoic acid
985,29153.png,2-(2-chlorophenyl)sulfanylacetic acid
986,30938.png,3-(2-methylphenyl)propanoic acid
987,32579.png,3-(2-chlorophenyl)prop-2-ynoic acid
988,34656.png,2-(4-hydroxyphenyl)butanoic acid
989,36251.png,3-(3-bromophenyl)prop-2-enoic acid
990,37470.png,2-(2-hydroxyphenyl)sulfanylacetic acid
991,40634.png,"6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carboxylic acid"
992,42247.png,"3-(3-methyl-3,8-diazabicyclo[3.2.1]octan-8-yl)-3-oxopropanoic acid"
993,50030.png,"2-(4,6-dichloropyridin-2-yl)oxyacetic acid"
994,51841.png,"2-(2,4-dichlorophenyl)sulfinylacetic acid"
995,55471.png,2-(4-chlorophenyl)sulfanylacetic acid
996,59541.png,2-phenylsulfanylacetic acid
997,59545.png,2-(4-methylphenyl)sulfanylacetic acid
998,60049.png,"2-(2,5-dichlorophenyl)sulfanylacetic acid"
999,66739.png,"2-(4-chloro-2,5-dimethylphenyl)sulfanylacetic acid"
1000,66900.png,2-(4-aminoanilino)-2-oxoacetic acid
1001,66907.png,2-(4-aminophenyl)sulfanylacetic acid
1002,67882.png,2-(4-fluorophenoxy)acetic acid
1003,67977.png,3-(2-fluorophenyl)prop-2-enoic acid
1004,68014.png,2-(3-fluoro-4-hydroxyphenyl)acetic acid
1005,68520.png,4-(3-fluoro-4-hydroxyphenyl)butanoic acid
1006,69702.png,3-cyclohexylpropanoic acid
1007,69732.png,2-oxo-4-phenylbutanoic acid
1008,70323.png,2-phenylcyclopropane-1-carboxylic acid
1009,70329.png,2-(4-methylphenoxy)acetic acid
1010,73927.png,3-(4-methylphenyl)propanoic acid
1011,74541.png,1-[(4-methylphenyl)methyl]cyclopropane-1-carboxylic acid
1012,74631.png,3-(3-chlorophenyl)prop-2-enoic acid
1013,75451.png,3-(4-aminophenyl)propanoic acid
1014,77613.png,2-(3-methylphenyl)sulfanylacetic acid
1015,78279.png,4-(4-methylphenyl)butanoic acid
1016,79405.png,"2-(3,5-dimethylphenoxy)acetic acid"
1017,79706.png,methyl 3-(4-hydroxyphenyl)propanoate
1018,84099.png,"2-[(3,4-dichlorophenyl)methoxy]acetic acid"
1019,84680.png,"2-(2,3,4,5,6-pentafluorophenoxy)acetic acid"
1020,84681.png,"3-(4-hydroxy-3,5-dimethoxyphenyl)propanoic acid"
1021,84869.png,"2-(2,5-dimethylphenyl)sulfanylacetic acid"
1022,85557.png,6-hydroxynaphthalene-2-carboxylic acid
1023,85819.png,3-(2-bicyclo[2.2.1]hept-5-enyl)prop-2-enoic acid
1024,87930.png,2-(2-chloro-6-methylphenoxy)acetic acid
1025,88606.png,3-(3-fluorophenyl)prop-2-enoic acid
1026,89216.png,2-acetamido-3-(4-hydroxyphenyl)propanoic acid
1027,92100.png,2-amino-3-(3-fluoro-4-hydroxyphenyl)propanoic acid
1028,92868.png,3-thiophen-2-ylprop-2-enoic acid
1029,92928.png,3-(4-aminophenyl)prop-2-enoic acid
1030,95321.png,"3-(2,6-dichlorophenyl)prop-2-enoic acid"
1031,95676.png,3-(2-chlorophenyl)propanoic acid
1032,95750.png,3-(4-methoxyphenyl)propanoic acid
1033,95797.png,2-(4-aminophenoxy)acetic acid
1034,96384.png,"3-(2,4-dihydroxyphenyl)propanoic acid"
1035,97930.png,2-(4-bromophenyl)-2-hydroxyacetic acid
1036,97949.png,3-(4-hydroxyphenyl)-2-phenylpropanoic acid
1037,98068.png,2-(4-fluorophenyl)-2-hydroxyacetic acid
1038,98070.png,3-(4-fluorophenyl)prop-2-enoic acid
1039,98132.png,"tricyclo[5.2.1.02,6]decane-4-carboxylic acid"
1040,98306.png,3-(2-methylphenyl)prop-2-enoic acid
1041,98359.png,3-(4-methylphenyl)butanoic acid
1042,99148.png,"2,5-dihydroxy-3,6-bis(4-hydroxyphenyl)cyclohexa-2,5-diene-1,4-dione"
1043,99163.png,"2-(2,4-dichloro-6-methylphenoxy)acetic acid"
1044,101182.png,2-(4-hydroxyphenoxy)propanoic acid
1045,101369.png,"2-(2,6-dimethylphenoxy)acetic acid"
1046,102362.png,3-(3-methylphenyl)prop-2-enoic acid
1047,102526.png,2-(4-hydroxyphenyl)propanoic acid
1048,107202.png,2-methoxy-2-phenylacetic acid
1049,112192.png,2-(4-hydroxyphenyl)-3-methylbutanoic acid
1050,112520.png,3-(4-aminophenyl)-2-methylprop-2-enoic acid
1051,123137.png,3-(4-chlorophenyl)propanoic acid
1052,124247.png,"(2S)-2-amino-3-(4-hydroxy-2,6-dimethylphenyl)propanoic acid"
1053,124656.png,isoquinoline-3-carboxylic acid
1054,127919.png,(2S)-2-amino-2-[(3-(18F)fluoranyl-4-hydroxyphenyl)methyl]-3-fluoropropanoic acid
1055,133360.png,"3-(5-methyl-1,2-oxazol-3-yl)propanoic acid"
1056,133921.png,2-[(4-bromophenyl)methoxy]acetic acid
1057,136302.png,3-(4-fluorophenyl)propanoic acid
1058,138042.png,3-(3-methylphenyl)propanoic acid
1059,140904.png,methyl 4-(4-hydroxyphenyl)butanoate
1060,141181.png,"3-(3,4-dichlorophenyl)propanoic acid"
1061,151819.png,"3-(4-hydroxy-3,5-diiodophenyl)propanoic acid"
1062,152187.png,3-(2-methylphenyl)oxirene-2-carboxylate
1063,152193.png,(2S)-2-amino-3-(2-fluoro-4-hydroxyphenyl)-2-methylpropanoic acid
1064,161525.png,"3-(3,5-dihydroxyphenyl)propanoic acid"
1065,165198.png,"3-(3,4-dihydroxyphenyl)-2-oxopropanoic acid"
1066,170289.png,"2,2-bis(4-hydroxyphenyl)acetic acid"
1067,174052.png,(2S)-2-(hydroxyamino)-3-(4-hydroxyphenyl)propanoic acid
1068,176504.png,"3-(3,5-dichlorophenyl)prop-2-enoic acid"
1069,177103.png,"2-(2,4-dichloro-6-methylphenoxy)propanoic acid"
1070,177164.png,3-(3-chlorophenyl)propanoic acid
1071,179536.png,"(2S)-3-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid"
1072,179741.png,(2R)-2-(4-hydroxyphenoxy)propanoic acid
1073,181663.png,"3-(3,4,5-trihydroxyphenyl)propanoic acid"
1074,185871.png,3-(4-hydroxyphenyl)pent-2-enedioic acid
1075,191811.png,(2S)-3-(4-aminophenyl)-2-hydroxypropanoic acid
1076,192095.png,3-hydroxy-3-(4-hydroxyphenyl)propanoic acid
1077,192726.png,"3-(4-hydroxy-3,5-diiodophenyl)-2-oxopropanoic acid"
1078,192934.png,3-(4-aminophenyl)-2-oxopropanoic acid
1079,194261.png,2-(4-hydroxyphenoxy)-2-methylpropanoic acid
1080,211136.png,2-(3-chloro-6-methylpyridazin-4-yl)oxyacetic acid
1081,219196.png,3-(4-hydroxyphenyl)-2-methylprop-2-enoic acid
1082,220154.png,3-(4-chlorophenyl)-2-cyanoprop-2-enoic acid
1083,222228.png,2-(4-chloro-2-methylphenyl)-2-sulfanylacetic acid
1084,223064.png,"2-(2-chloro-4,6-difluorophenoxy)acetic acid"
1085,223067.png,"2-(2,6-dichloro-4-fluorophenoxy)acetic acid"
1086,223072.png,"2-(2,4-difluorophenoxy)acetic acid"
1087,223073.png,2-(2-fluorophenoxy)acetic acid
1088,223588.png,3-phenyl-2-sulfanylidenepropanoic acid
1089,230683.png,3-(4-hydroxyphenyl)butanoic acid
1090,230870.png,"2-oxo-3-(3,4,5-trimethoxyphenyl)propanoic acid"
1091,231596.png,3-chloro-3-phenylprop-2-enoic acid
1092,231892.png,3-(4-nitrophenyl)-2-oxopropanoic acid
1093,232536.png,"3-(2,4,6-trimethylphenyl)propanoic acid"
